id;parent_id;level;userName;userDisplay;likes;text;date;Duygu;Alt Duygu
1715491558366019863;1715378831215690226;2;@nevincingiloglu;Kullanıcı 20;0;Keşke 💯 90 kızlarımız da bunu kabul edip uzak dursalar bu tiplerden. Siz haklısınız, bu düzeni bozacak olan kızlarımız.;Fri, 20 Oct 2023 22:13:54 GMT;Nötr;Nötr
1715501501659890155;1715474026057891931;2;@whereancientyo1;Kullanıcı 21;3;Bazı insanlar hâl ve hareketlerinden kendini belli eder fakat bazıları çok sessiz ilerlerler, maalesef ki.;Fri, 20 Oct 2023 22:53:25 GMT;Nötr;Nötr
1715505041996447891;1715368547692515643;1;@sdet_;Kullanıcı 22;10;maktulün resmini yayınlayıp katili saklamak nedir ya;Fri, 20 Oct 2023 23:07:29 GMT;Pozitif;Suçlama
1715510744664477985;1715491558366019863;2;@esrasmin;Kullanıcı 6;1;Bu düzeni bozucak olan kızlarımız değil, bu hasta insanlara birisi dur demesi gerekiyor! Acaba neden hep böyle hikayelerde kadınlar suçlanıyor ya neden kız uzak dursaymış deniliyor? Bu tip erkeklerin hepsi kendini baştan belli etmiyor maalesef!;Fri, 20 Oct 2023 23:30:08 GMT;Pozitif;Suçlama
1715514621358911653;1715510744664477985;3;@nevincingiloglu;Kullanıcı 20;1;Haklısın anlıyorum. Mücadele yöntemleri mi, yetersiz. Hasta tedavi edilir, sağlıklı insan değil. Hastalık derecesine göre tedaviler verilmeli. Kuduz olan köpekten kaçmalı mıyız. Veya, sen güçlüsün, haklarını bil, dim dik dur, deyip görünür hedef mi, yapmalıyız. Gibi..;Fri, 20 Oct 2023 23:45:33 GMT;Nötr;Nötr
1715515656978694435;1715514621358911653;4;@nevincingiloglu;Kullanıcı 20;1;Kızlarımız daha akıllıca hareket etsin demem bu yüzden. Aynı şeyi istiyoruz. Ben böyle tiplere, kızlarımızı layık görmüyorum, onlar da bunu fark etsinler, istiyorum. Üzüldüğüm için, kıyamadığım için.;Fri, 20 Oct 2023 23:49:40 GMT;Nötr;Nötr
1715520813082755448;1715368547692515643;1;@cbr250rt;Kullanıcı 23;0;Ben sevgilime kızınca o üzüntüsünü görünce kahroluyorum. Bunlar nasıl insan amk. Bi erkek omuz atsa maçası yiyip kavga edemez ama sözde sevdiği kadını öldürür.;Sat, 21 Oct 2023 00:10:09 GMT;Pozitif;Empati
1715550811944562720;1715368547692515643;1;@kittyvalu;Kullanıcı 24;1;buyuk ihtimal siddete meyillidir yukardaki gibi fikirlerini olcup tart bi bence;Sat, 21 Oct 2023 02:09:21 GMT;Nötr;Nötr
1715574065438560325;1715378831215690226;2;@onursavki;Kullanıcı 25;1;%10’luk kesim içinden sesleniyorum, sadece bir kadına değil, herhangi bir canlıya böyle bir şey yapmak büyük adiliktir, şerefsizliktir, insanlık dışıdır. Her ne olursa olsun İnsan öldürmenin hiç bir gerekli bahanesi yoktur. Bu suçun cezası bence idam olmalı.;Sat, 21 Oct 2023 03:41:45 GMT;Pozitif;Empati
1715576910141342002;1715368547692515643;1;@ekimin_yedisi;Kullanıcı 15;0;Yok merak edersem sorar-ım, sen de cevaplarsın!;Sat, 21 Oct 2023 03:53:03 GMT;Nötr;Nötr
1715580843224154426;1715501501659890155;3;@ekimin_yedisi;Kullanıcı 15;1;İlla ki belli etmiştir herfi kendini ama kadınların içlerindeki o “erkekleri düzeltme” merakından olsa gerek bazı şeyler hiç değişmiyor Malesef…;Sat, 21 Oct 2023 04:08:41 GMT;Negatif;Suçlama
1715582581884776588;1715484182908936357;3;@ekimin_yedisi;Kullanıcı 15;1;Hep sizin bu beli silahlı “belalı” erkek modellerini seçme zevkiniz yüzünden. Hiç kusura bakma! Hayatta böyle de bir gerçek var, tıpkı güzel ile çirkin himayelerindeki gibi. Her ne kadar inkar etseniz de bı böyle…;Sat, 21 Oct 2023 04:15:36 GMT;Negatif;Suçlama
1715583815978979715;1715368547692515643;1;@ekimin_yedisi;Kullanıcı 15;0;Doğru diyorsun geçenlerde de dayının biri karısını basmıştı arabada, başka bir erkekle. Görmüşsündür burada, deng gelmiştir. Haklısın, daha neler neler yaşanıyor hayatta kim bilir…;Sat, 21 Oct 2023 04:20:30 GMT;Nötr;Nötr
1715585508028412151;1715368547692515643;1;@mandev965;Kullanıcı 26;0;Alın size bir erkek daha.;Sat, 21 Oct 2023 04:27:13 GMT;Pozitif;Suçlama
1715598757247463479;1715582581884776588;4;@zeyneepyalcin;Kullanıcı 27;4;Ruhsal engelli bakım merkezinde shu olarak çalıştığım dönemde öyle hasta öyküleri okudum ki aklın şaşar. Adam normalde akademik seviyesi yüksek başarılı biriyken birden cinnet anında anne ve babasını doğruyor şizofren olduğu sonradan tespit ediliyor tipten anlaşılmıyor yani;Sat, 21 Oct 2023 05:19:52 GMT;Nötr;Nötr
1715607007829320027;1715485479645200563;2;@biraderx1;Kullanıcı 28;0;Aynen ya kadini sansurlemeyip sucluyu sansurlemisler;Sat, 21 Oct 2023 05:52:39 GMT;Pozitif;Suçlama
1715615304133357651;1715598757247463479;5;@ekimin_yedisi;Kullanıcı 15;0;Biliyorum evet. Bazı psikolojik sorunlar Malesef genetik oluyor ve bunların tespiti gerçekten de zor oluyor. Tek taraflı bakmamak lazım. Mesala bazen, hatta genelde diyelim, böyle kriminal tiplere, psikolojik sorunları olan kadınlar çekiliyor. Düzgün adamlar çekici gelmiyor…;Sat, 21 Oct 2023 06:25:37 GMT;Nötr;Suçlama
1715620753997967481;1715368547692515643;1;@aksuu14;Kullanıcı 29;0;Bunlara insan diyemiyorum aşalık yaratıklar.;Sat, 21 Oct 2023 06:47:17 GMT;Pozitif;İğrenme
1715629566331342949;1715615304133357651;6;@beyzcakir;Kullanıcı 30;1;ya kes aq;Sat, 21 Oct 2023 07:22:18 GMT;Nötr;Nötr
1715631307194011867;1715629566331342949;7;@ekimin_yedisi;Kullanıcı 15;0;Ayıp ayıp, utan o küfürlü yazdığın için. Bir toplumun içinde, girip çıktığın ortamlarda hanım hanımcık kız olarak dolaşıyorsundur. Uatnamalısın ağzının bozukluğu yüzünden. Ezik. Anana babana yazık, sana verdikleri emeklerine yazık. Onlardan utan! Hiç yakışıyor mu ağzına?;Sat, 21 Oct 2023 07:29:13 GMT;Nötr;Nötr
1715632180011954325;1715629566331342949;7;@ekimin_yedisi;Kullanıcı 15;0;Bad girl değil, boş girl!!👎🏻👎🏻;Sat, 21 Oct 2023 07:32:41 GMT;Nötr;Nötr
1715637687607087187;1715368547692515643;1;@616615volt;Kullanıcı 31;0;Doğal seçilim.;Sat, 21 Oct 2023 07:54:34 GMT;Nötr;Nötr
1715653493732594095;1715368547692515643;1;@ekimin_yedisi;Kullanıcı 15;0;Dedim ya İşte, “doğru diyorsun, hayatta neler neler yaşanıyor” diye. Yapmaz dediğin insanlar neler neler yapıyorlar…;Sat, 21 Oct 2023 08:57:22 GMT;Nötr;Nötr
1715657119767105999;1715368547692515643;1;@Brnii5;Kullanıcı 32;0;Bunları idam edeceksin bak bidaha kadına dokunabiliyorlarmı;Sat, 21 Oct 2023 09:11:47 GMT;Pozitif;Empati
1715671577931432328;1715510744664477985;3;@denizzydn;Kullanıcı 33;0;"Uzak dursun demek ne zamandır ""suçlama"" oluyor?";Sat, 21 Oct 2023 10:09:14 GMT;Nötr;Nötr
1715679491777855960;1715510744664477985;3;@hakan_unsall67;Kullanıcı 34;0;Şimdi iyide Esra belki bi problem vardı olaya tek taraf bakmayın belki kız sınırları zorladı (ben şu kızları anlamıyorum mafya tip yhaa) sonra böyle olursunuz adalet nerede diye ararsınız ama bulamazsın;Sat, 21 Oct 2023 10:40:41 GMT;Negatif;Suçlama
1715682884244164929;1715679491777855960;4;@esrasmin;Kullanıcı 6;0;İlk attığım tweet al sana işte kız ne yapmıştır acaba 😂;Sat, 21 Oct 2023 10:54:10 GMT;Negatif;Suçlama
1715683238901891297;1715679491777855960;4;@esrasmin;Kullanıcı 6;3;Kusura bakma ama bunu şuan sadece kadın için söylemiyorum. Bir insan ne yaparsa yapsın terk edip git öldürmek nedir abi bi insanın canını almak ne kadar kolay ya kız bişey yapmıştır ondan öldürdü ne güzel!;Sat, 21 Oct 2023 10:55:34 GMT;Nötr;Şok
1715683647729123785;1715671577931432328;4;@esrasmin;Kullanıcı 6;1;Uzak durma konusunda hem fikirim ama bir insanı baştan tanıyamıyorsun bazen olabiliyor böyle şeyler gerçekti yüzlerini sonradan gösteriyorlar. Benim demek istediğim şu sadece kız ne yaptı da öldürdü ne demek ya bu bir insan bir can!;Sat, 21 Oct 2023 10:57:12 GMT;Nötr;Nötr
1715684140341707092;1715515656978694435;5;@esrasmin;Kullanıcı 6;0;Çok doğru bende buna katılıyorum zaten tabiki anladığında uzak durması gerek. Benim kızdığım nokta sadece kız ne yapmıştır acaba denilmesi! Bu bir insan bir can bu kadar kolay mı burda kız değil erkek yüzde yüz suçlu kızı sorgulamak nedir!;Sat, 21 Oct 2023 10:59:09 GMT;Nötr;Nötr
1715687590085427336;1715683238901891297;5;@nevincingiloglu;Kullanıcı 20;1;O fikir çok yanlış. İnsanları tanımak çok zor, kimsenin beyninin içini göremezsiniz, ama ufak tefek testler ve konuşma, giyim, tavırlar. Sevgili iken iyi davranır bu ölçü olmamalı, etrafına nasıl davranıyor gibi gibi..;Sat, 21 Oct 2023 11:12:52 GMT;Nötr;Nötr
1715710140563812759;1715368547692515643;1;@rakibeta;Kullanıcı 35;0;Neden yüzü görünmüyor katil'in?;Sat, 21 Oct 2023 12:42:28 GMT;Pozitif;Suçlama
1715718535714865300;1715582581884776588;5;@demolishedhuman;Kullanıcı 36;0;sen ne anlatıyosun be abi clslşcösşclqşclaşx;Sat, 21 Oct 2023 13:15:50 GMT;Nötr;Nötr
1715737055957807114;1715683238901891297;5;@hakan_unsall67;Kullanıcı 34;1;Haklısın yani gidipde bir sorun olduysa eyvallah çekersin gidersin ama büyük bir sorunsa bilemem yani orasını kimse sinirini kontrol edemiyor ki gidipte kafasına sıkmazsın yani konuşulacak bir şeyse konuşursun;Sat, 21 Oct 2023 14:29:25 GMT;Nötr;Nötr
1715737211860087192;1715682884244164929;5;@hakan_unsall67;Kullanıcı 34;0;Ya ama her şeyi erkekte arıyorsunuz tamam vuran erkek de delirten belki kadın;Sat, 21 Oct 2023 14:30:02 GMT;Negatif;Suçlama
1715738836561473957;1715683238901891297;5;@hakan_unsall67;Kullanıcı 34;0;Allah’ın aşkına şuna bir baksana şimdide gel bu o çocu S!kme tipine…;Sat, 21 Oct 2023 14:36:30 GMT;Pozitif;Öfke
1715740086266970386;1715737055957807114;6;@esrasmin;Kullanıcı 6;2;En kötüsü aldatmıştır ama onun için bile bi cana kıyılmaz yani her ne olduysa hiç bişey canını almasını haklı çıkarmaz. Benim kızdığım nokta sadece kadını suçluyorlar çoğu sonra yok aldatmış yapmasaymış adam iyi yapmış.;Sat, 21 Oct 2023 14:41:28 GMT;Nötr;Nötr
1715740333328220213;1715737211860087192;6;@esrasmin;Kullanıcı 6;1;Her ne kadar delirtmiş olsada canına kıymasını haklı çıkarmaz bunu demek istedim;Sat, 21 Oct 2023 14:42:27 GMT;Nötr;Nötr
1715740425309315175;1715740086266970386;7;@hakan_unsall67;Kullanıcı 34;1;Haklısın bende saçmaladım biraz kusura bakma yani kim olursa olsun can alınmaması lazım yani hak veriyorum biraz saçma konuştum;Sat, 21 Oct 2023 14:42:48 GMT;Nötr;Nötr
1715740572911034492;1715740333328220213;7;@esrasmin;Kullanıcı 6;1;Bu cinsiyet meselesi değil ama bu hem erkek hem kadın için geçerli karşı taraf seni istediği kadar delirtsin öldürmek çözüm değil;Sat, 21 Oct 2023 14:43:24 GMT;Pozitif;Empati
1715740852377485773;1715740572911034492;8;@hakan_unsall67;Kullanıcı 34;1;Doğru diyorsun işte gelde bunu adaleti olmayan ülkeye anlat;Sat, 21 Oct 2023 14:44:30 GMT;Pozitif;Umutsuzluk
1715813126354993595;1715368547692515643;1;@yldzdnnzz;Kullanıcı 37;0;sevgi adı altında bu tiplerin zulmüne boyun eğen ve sonunda gençliğn baharında gül gibi solan kız kardeşlerim .. ahh 😥;Sat, 21 Oct 2023 19:31:42 GMT;Pozitif;Empati
1599432964668280833;null;0;muhendisyenn;mühendisyen;2129;#Bartın'da 38 yaşındaki bir kadın, çocuğunun gözü önünde eski eşi tarafından 20 kez bıçaklanarak katledildi Bartın’da Aslan Çelikok tarafından bıçaklanarak öldürülen Vasfiye Çelikok’un, daha önce başka bir kadın cinayeti paylaşımına yaptığı benim sonumda böyle olacak yorumu..;04.12.2022;Nötr;Nötr
1601105550036545538;1599432964668280833;1;tayfun_tunali;Tayfun;0;Erkekler muhtemelen evlenen kadar vs farklı davranıyor. Yani daha başında kadını aldatıyorlar. Evlilikten sonra ise boşanmak zor adam zaten boşanırsan öldürürüm diyor, devlet bir şey yapmıyor bari çocuk yapmayayım diyor dayak yiyor, yapınca çocuğum var diyor ayrılamıyor.;09.12.2022;Nötr;Suçlama
1599798999598321665;1599432964668280833;1;serumlarageldik;Esma;0;Bu çocuk bu travmayla nasıl yaşayacak ? 🥀;05.12.2022;Pozitif;Empati
1599784296784752642;1599432964668280833;1;1bsrasvrn;Büşra;0;Bu ülkede acaba ne zaman bitecek kadın cinayeti;05.12.2022;Pozitif;Umutsuzluk
1599771735120674816;1599432964668280833;1;bendebileyim;Tarık;0;Ulaştınız mi hanım efendiye , haberi paylaşmaya gelince en öndesiniz. Her konuda!!!! Merak ettim ?? @muhendisyenn;05.12.2022;Nötr;Nötr
1599721136367226882;1599432964668280833;1;eskigaraj_;Cem;2;Çok bilmiş bi gerzek de gereğini yapsan ya demiş, doğru kadının aklına gelmemiştir bi şeyler yapmak. Bizim toplumun bu cahil ukalalığı, çok bilmişliği gerçekten tiksinti verici.;05.12.2022;Pozitif;İğrenme
1599684283714899968;1599432964668280833;1;Senocakipekgma1;İpek;0;Hanımefendi öldürülmeden önce bile hergun psikolok olarak öldürülmüş hiç iyi günü olmamış bi oh diyememiş anlaşılan mekanı cennet olsun;05.12.2022;Pozitif;Empati
1599678493943824384;1599515813761134592;2;AzadHumbetov2;Azad;1;Bazen erkek oldugumdan utaniyorum bazi sozde erkekler yuzunden;05.12.2022;Pozitif;Empati
1599675852379209729;1599432964668280833;1;byzbyz91;Selin;0;Kendi evladını annesiz koyuyor. Bir çocuğun annesiz kalması ne demek. Böyle insanlar baba, koca olmadın hatta hiç yaşamasınlar. Artık caydırıcı cezaların zamanı geldi de geçmedimi;05.12.2022;Pozitif;Empati
1599633300397572096;1599432964668280833;1;AtesAtesAtess;B;0;Sebep olanlar görmezden gelenler acı çekerek geberin inşallah.;05.12.2022;Pozitif;Öfke
1599523506102079489;1599432964668280833;1;trkiyetc1;Türkiye;2;Ya bu nasıl iktidardır kardeşim anlamıyorum. 3 harfli marketlerin peşine düşeceğinize şu cani kocaların peşine düşün.;04.12.2022;Pozitif;Suçlama
1599515813761134592;1599432964668280833;1;_mrs_1907;Selvi;9;Ülke kocaman bir kadın mezarlığı;04.12.2022;Nötr;Nötr
1599512998543966209;1599432964668280833;1;SBulut1989;Serap;0;Ne hakla o çocuğu annesiz bıraktın 😡;04.12.2022;Pozitif;Empati
1599510332849782784;1599432964668280833;1;deniz_im__;Özüm;7;Bir gerzek de gereğini yapsana yazmış, böylelerini de yumruk manyağı yapasım geliyor 😬;04.12.2022;Pozitif;Öfke
1599471796461264896;1599432964668280833;1;beeyza_soylu;Beyza;18;Ülkenin ne savcısı,ne polisi hiçbir şeye yaramıyor.Elinde kanıt var kadının neden hala serbest bu şahıs?yazık değil mi psikolojik işkence resmen;04.12.2022;Pozitif;Suçlama
1599460853295693826;1599432964668280833;1;GoodFat20871035;GoodFather;43;Sevda ahmet burada mısın ? Neden bu kadınları suçlamak yerine onları bunları yapanları serbest bırakanları suçlamıyorsunuz !!;04.12.2022;Pozitif;Suçlama
1599455494984564736;1599432964668280833;1;BeingHumanisArt;Aycan;4;Ne yazık ki, acımızı belirtmekten, üzülmektenbaşka bir şey gelmiyor elimizden...Yasaları düzenlemek gibi bir yetkimiz yok. Her gün eksiliyor hayattan güzelim kadınlar.;04.12.2022;Pozitif;Empati
1599451858275213312;1599432964668280833;1;kayla__2016;Kaykay;1;Hadi, paralari tahsil ettik. Bu giden canlarin bedelini nasil odeyeceksiniz?;04.12.2022;Nötr;Empati
1599451727886835712;1599432964668280833;1;FatmaTa20667391;Fatma;4;Bir kadını daha korumadınız öldürdünüz;04.12.2022;Pozitif;Suçlama
1599448228721672192;1599432964668280833;1;intothewild865;Alexander;1;Tüm ağır ceza yasalarının değişmesi lazım, yoksa düzelmez bu işler,olan ölene oluyor;04.12.2022;Pozitif;Suçlama
1599442396135071744;1599432964668280833;1;AktivistP;Aktivist;2;😕😡😡😡 Adalet sistemi kötü!!!;04.12.2022;Nötr;Suçlama
1599435048666935296;1599432964668280833;1;OzgeKaynaak;Özge;0;Of 😞;04.12.2022;Pozitif;Empati
1599434000380022789;1599432964668280833;1;GulerNurHayat;Nurhayat;1;Ah 😔;04.12.2022;Pozitif;Empati
1599433803554250752;1599432964668280833;1;hayatnlabirenti;Hayatın;90;Uzaklaştırma var darp raporu var şikayet var ama serbest demesi herşeyi okadar net açıklıyor kii;04.12.2022;Nötr;Suçlama
1842595969646666209;null;0;muhendisyenn;mühendisyen;2870;Semih Çelik tarafından Eyüpsultan'da katledilen 19 yaşındaki Ayşenur Halil: (Ekol TV) #AysenurHalil;05.10.2024;Nötr;Nötr
1842959652390314016;1842595969646666209;1;Gece_Ay82;Gece;0;bambaşka zincirlere vurulsak da tüm kadınlar özgür olana kadar ben de özgür değilim #turkishwomenareindanger #TurkishWomenNeedHelp;06.10.2024;Pozitif;Empati
1842838898549952902;1842595969646666209;1;ukba571;UKBA;0;Namahremle karı koca hayatı yaşamak haramdır. Erkeğin hormonel değerlerini tavan yaptırıp, aklını devre dışı bırakır hayvanlaştırırsan, o hayvan seni katlettiği zaman olayda senin de payın olmuş olur. Burda çocukların suçu yok. Satanist ateistlerle aynı okula koyan devlet suçlu;06.10.2024;Negatif;Suçlama
